"inv_date","total","cus_name"
"2016-09-01 00:00:00+00",0,"Valliant Group"
"2016-10-01 00:00:00+00",29988,"Bard"
"2016-10-01 00:00:00+00",46000,"Bebig"
"2016-10-01 00:00:00+00",17500,"Best"
"2016-10-01 00:00:00+00",32160,"BZ"
"2016-10-01 00:00:00+00",1500,"Cisbio"
"2016-10-01 00:00:00+00",19200,"IsoAid"
"2016-10-01 00:00:00+00",0,"IsoSolutions"
"2016-10-01 00:00:00+00",5807,"IsoSolutions - Jaco"
"2016-10-01 00:00:00+00",600,"Iso-Tex Diagnostics"
"2016-10-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2016-10-01 00:00:00+00",33600,"Medi Physics Inc. dba GE Healthcare"
"2016-10-01 00:00:00+00",1200,"MP Biomedicals"
"2016-10-01 00:00:00+00",15625,"PerkinElmer"
"2016-10-01 00:00:00+00",35400,"Shanghai Xinke"
"2016-10-01 00:00:00+00",553,"SolidPhase"
"2016-10-01 00:00:00+00",101250,"Theragenics"
"2016-11-01 00:00:00+00",49000,"Bard"
"2016-11-01 00:00:00+00",32800,"Bebig"
"2016-11-01 00:00:00+00",15000,"Best"
"2016-11-01 00:00:00+00",64320,"BZ"
"2016-11-01 00:00:00+00",750,"Cisbio"
"2016-11-01 00:00:00+00",24300,"HTA"
"2016-11-01 00:00:00+00",38400,"IsoAid"
"2016-11-01 00:00:00+00",17421,"IsoSolutions - Jaco"
"2016-11-01 00:00:00+00",17450,"IsoSolutions - Seeds Medical"
"2016-11-01 00:00:00+00",600,"Iso-Tex Diagnostics"
"2016-11-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2016-11-01 00:00:00+00",33600,"Medi Physics Inc. dba GE Healthcare"
"2016-11-01 00:00:00+00",600,"MP Biomedicals"
"2016-11-01 00:00:00+00",0,"Pathology & Molecular Medicine"
"2016-11-01 00:00:00+00",5000,"PerkinElmer"
"2016-11-01 00:00:00+00",0,"Platelet Immunology Lab"
"2016-11-01 00:00:00+00",59000,"Shanghai Xinke"
"2016-11-01 00:00:00+00",955,"SolidPhase"
"2016-11-01 00:00:00+00",90000,"Theragenics"
"2016-11-01 00:00:00+00",1500,"U of Southern California"
"2016-11-01 00:00:00+00",550,"ViTrax"
"2016-12-01 00:00:00+00",50,"AtomVie"
"2016-12-01 00:00:00+00",37500,"Bard"
"2016-12-01 00:00:00+00",12800,"Bebig"
"2016-12-01 00:00:00+00",15000,"Best"
"2016-12-01 00:00:00+00",76380,"BZ"
"2016-12-01 00:00:00+00",1500,"Cisbio"
"2016-12-01 00:00:00+00",12150,"HTA"
"2016-12-01 00:00:00+00",1080,"Immunotech"
"2016-12-01 00:00:00+00",26250,"IsoAid"
"2016-12-01 00:00:00+00",2300,"IsoSolutions - Chengdu"
"2016-12-01 00:00:00+00",5807,"IsoSolutions - Jaco"
"2016-12-01 00:00:00+00",17450,"IsoSolutions - Seeds Medical"
"2016-12-01 00:00:00+00",600,"Iso-Tex Diagnostics"
"2016-12-01 00:00:00+00",16800,"Medi Physics Inc. dba GE Healthcare"
"2016-12-01 00:00:00+00",1200,"MP Biomedicals"
"2016-12-01 00:00:00+00",1800,"SesmaAb"
"2016-12-01 00:00:00+00",23600,"Shanghai Xinke"
"2016-12-01 00:00:00+00",70000,"Theragenics"
"2016-12-01 00:00:00+00",0,"Valliant Group"
"2017-01-01 00:00:00+00",1350,"American Radiolabeled Chemicals"
"2017-01-01 00:00:00+00",350,"AtomVie"
"2017-01-01 00:00:00+00",30000,"Bard"
"2017-01-01 00:00:00+00",8000,"Bebig"
"2017-01-01 00:00:00+00",17500,"Best"
"2017-01-01 00:00:00+00",58590,"BZ"
"2017-01-01 00:00:00+00",1550,"Cisbio"
"2017-01-01 00:00:00+00",12150,"HTA"
"2017-01-01 00:00:00+00",2160,"Immunotech"
"2017-01-01 00:00:00+00",35000,"IsoAid"
"2017-01-01 00:00:00+00",5750,"IsoSolutions - Chengdu"
"2017-01-01 00:00:00+00",11633,"IsoSolutions - Seeds Medical"
"2017-01-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2017-01-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2017-01-01 00:00:00+00",1820,"MP Biomedicals"
"2017-01-01 00:00:00+00",0,"National Institute of Stds & Tech"
"2017-01-01 00:00:00+00",0,"Pathology & Molecular Medicine"
"2017-01-01 00:00:00+00",0,"Platelet Immunology Lab"
"2017-01-01 00:00:00+00",1800,"SesmaAb"
"2017-01-01 00:00:00+00",35400,"Shanghai Xinke"
"2017-01-01 00:00:00+00",1507,"SolidPhase"
"2017-01-01 00:00:00+00",85000,"Theragenics"
"2017-02-01 00:00:00+00",100,"AtomVie"
"2017-02-01 00:00:00+00",43725,"Bard"
"2017-02-01 00:00:00+00",30000,"Bebig"
"2017-02-01 00:00:00+00",15000,"Best"
"2017-02-01 00:00:00+00",69440,"BZ"
"2017-02-01 00:00:00+00",1600,"Cisbio"
"2017-02-01 00:00:00+00",900,"Euro Diagnostica AB"
"2017-02-01 00:00:00+00",0,"HTA"
"2017-02-01 00:00:00+00",4380,"Immunotech"
"2017-02-01 00:00:00+00",43750,"IsoAid"
"2017-02-01 00:00:00+00",6900,"IsoSolutions - Chengdu"
"2017-02-01 00:00:00+00",0,"IsoSolutions - Jaco"
"2017-02-01 00:00:00+00",11633,"IsoSolutions - Seeds Medical"
"2017-02-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2017-02-01 00:00:00+00",900,"Mayo Clinic"
"2017-02-01 00:00:00+00",1560,"MP Biomedicals"
"2017-02-01 00:00:00+00",3600,"Novo Nordisk A/S"
"2017-02-01 00:00:00+00",0,"Pathology & Molecular Medicine"
"2017-02-01 00:00:00+00",0,"Platelet Immunology Lab"
"2017-02-01 00:00:00+00",1800,"SesmaAb"
"2017-02-01 00:00:00+00",35900,"Shanghai Xinke"
"2017-02-01 00:00:00+00",1507,"SolidPhase"
"2017-02-01 00:00:00+00",70000,"Theragenics"
"2017-02-01 00:00:00+00",900,"U of Georgetown"
"2017-02-01 00:00:00+00",0,"Valliant Group"
"2017-02-01 00:00:00+00",550,"ViTrax"
"2017-03-01 00:00:00+00",1350,"American Radiolabeled Chemicals"
"2017-03-01 00:00:00+00",150,"AtomVie"
"2017-03-01 00:00:00+00",63500,"Bard"
"2017-03-01 00:00:00+00",27500,"Bebig"
"2017-03-01 00:00:00+00",15000,"Best"
"2017-03-01 00:00:00+00",69440,"BZ"
"2017-03-01 00:00:00+00",800,"Cisbio"
"2017-03-01 00:00:00+00",500,"DIAsource Immunoassays"
"2017-03-01 00:00:00+00",900,"Euro Diagnostica AB"
"2017-03-01 00:00:00+00",36450,"HTA"
"2017-03-01 00:00:00+00",37500,"IsoAid"
"2017-03-01 00:00:00+00",11500,"IsoSolutions - Chengdu"
"2017-03-01 00:00:00+00",23228,"IsoSolutions - Jaco"
"2017-03-01 00:00:00+00",23268,"IsoSolutions - Seeds Medical"
"2017-03-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2017-03-01 00:00:00+00",900,"IVD Technologies"
"2017-03-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2017-03-01 00:00:00+00",900,"Mayo Clinic"
"2017-03-01 00:00:00+00",910,"MP Biomedicals"
"2017-03-01 00:00:00+00",1800,"Novo Nordisk A/S"
"2017-03-01 00:00:00+00",2700,"PerkinElmer"
"2017-03-01 00:00:00+00",0,"Platelet Immunology Lab"
"2017-03-01 00:00:00+00",1800,"RSR Ltd"
"2017-03-01 00:00:00+00",900,"Sanofi-Aventis Deutschland GmbH"
"2017-03-01 00:00:00+00",41300,"Shanghai Xinke"
"2017-03-01 00:00:00+00",95000,"Theragenics"
"2017-03-01 00:00:00+00",0,"Valliant Group"
"2017-04-01 00:00:00+00",26000,"Bard"
"2017-04-01 00:00:00+00",10000,"Bebig"
"2017-04-01 00:00:00+00",15000,"Best"
"2017-04-01 00:00:00+00",82460,"BZ"
"2017-04-01 00:00:00+00",1600,"Cisbio"
"2017-04-01 00:00:00+00",24300,"HTA"
"2017-04-01 00:00:00+00",4380,"Immunotech"
"2017-04-01 00:00:00+00",43750,"IsoAid"
"2017-04-01 00:00:00+00",18750,"IsoSolutions - Chengdu"
"2017-04-01 00:00:00+00",12356,"IsoSolutions - Jaco"
"2017-04-01 00:00:00+00",25292,"IsoSolutions - Seeds Medical"
"2017-04-01 00:00:00+00",1300,"Iso-Tex Diagnostics"
"2017-04-01 00:00:00+00",1250,"Jiangsu Huayi Technology Co. Ltd"
"2017-04-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2017-04-01 00:00:00+00",900,"Mayo Clinic"
"2017-04-01 00:00:00+00",910,"MP Biomedicals"
"2017-04-01 00:00:00+00",1800,"RSR Ltd"
"2017-04-01 00:00:00+00",1800,"SesmaAb"
"2017-04-01 00:00:00+00",35400,"Shanghai Xinke"
"2017-04-01 00:00:00+00",1300,"SolidPhase"
"2017-04-01 00:00:00+00",90000,"Theragenics"
"2017-04-01 00:00:00+00",900,"University of Utah"
"2017-04-01 00:00:00+00",0,"Valliant Group"
"2017-04-01 00:00:00+00",550,"ViTrax"
"2017-05-01 00:00:00+00",900,"American Radiolabeled Chemicals"
"2017-05-01 00:00:00+00",50,"AtomVie"
"2017-05-01 00:00:00+00",26000,"Bard"
"2017-05-01 00:00:00+00",25000,"Best"
"2017-05-01 00:00:00+00",86800,"BZ"
"2017-05-01 00:00:00+00",800,"Cisbio"
"2017-05-01 00:00:00+00",24300,"HTA"
"2017-05-01 00:00:00+00",8945,"Immunotech"
"2017-05-01 00:00:00+00",35000,"IsoAid"
"2017-05-01 00:00:00+00",7500,"IsoSolutions - Chengdu"
"2017-05-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2017-05-01 00:00:00+00",900,"Mayo Clinic"
"2017-05-01 00:00:00+00",1820,"MP Biomedicals"
"2017-05-01 00:00:00+00",10800,"PerkinElmer"
"2017-05-01 00:00:00+00",1800,"SesmaAb"
"2017-05-01 00:00:00+00",47200,"Shanghai Xinke"
"2017-05-01 00:00:00+00",90000,"Theragenics"
"2017-05-01 00:00:00+00",0,"Valliant Group"
"2017-06-01 00:00:00+00",39000,"Bard"
"2017-06-01 00:00:00+00",28600,"Bebig"
"2017-06-01 00:00:00+00",30000,"Best"
"2017-06-01 00:00:00+00",0,"Brachytherapy Services"
"2017-06-01 00:00:00+00",130200,"BZ"
"2017-06-01 00:00:00+00",1600,"Cisbio"
"2017-06-01 00:00:00+00",24300,"HTA"
"2017-06-01 00:00:00+00",1700,"Immunotech"
"2017-06-01 00:00:00+00",43750,"IsoAid"
"2017-06-01 00:00:00+00",6000,"IsoSolutions - Chengdu"
"2017-06-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2017-06-01 00:00:00+00",1800,"Mayo Clinic"
"2017-06-01 00:00:00+00",1820,"MP Biomedicals"
"2017-06-01 00:00:00+00",10800,"PerkinElmer"
"2017-06-01 00:00:00+00",0,"Platelet Immunology Lab"
"2017-06-01 00:00:00+00",1800,"SesmaAb"
"2017-06-01 00:00:00+00",23600,"Shanghai Xinke"
"2017-06-01 00:00:00+00",1300,"SolidPhase"
"2017-06-01 00:00:00+00",112500,"Theragenics"
"2017-06-01 00:00:00+00",900,"U of Georgetown"
"2017-06-01 00:00:00+00",0,"Valliant Group"
"2017-07-01 00:00:00+00",900,"American Radiolabeled Chemicals"
"2017-07-01 00:00:00+00",13000,"Bard"
"2017-07-01 00:00:00+00",28600,"Bebig"
"2017-07-01 00:00:00+00",25000,"Best"
"2017-07-01 00:00:00+00",86800,"BZ"
"2017-07-01 00:00:00+00",1600,"Cisbio"
"2017-07-01 00:00:00+00",24300,"HTA"
"2017-07-01 00:00:00+00",1700,"Immunotech"
"2017-07-01 00:00:00+00",35000,"IsoAid"
"2017-07-01 00:00:00+00",7200,"IsoSolutions - Chengdu"
"2017-07-01 00:00:00+00",5930,"IsoSolutions - Jaco"
"2017-07-01 00:00:00+00",6070,"IsoSolutions - Seeds Medical"
"2017-07-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2017-07-01 00:00:00+00",910,"MP Biomedicals"
"2017-07-01 00:00:00+00",0,"Pathology & Molecular Medicine"
"2017-07-01 00:00:00+00",10800,"PerkinElmer"
"2017-07-01 00:00:00+00",0,"Platelet Immunology Lab"
"2017-07-01 00:00:00+00",1800,"SesmaAb"
"2017-07-01 00:00:00+00",23600,"Shanghai Xinke"
"2017-07-01 00:00:00+00",90000,"Theragenics"
"2017-07-01 00:00:00+00",0,"Valliant Group"
"2017-08-01 00:00:00+00",28600,"Bebig"
"2017-08-01 00:00:00+00",25000,"Best"
"2017-08-01 00:00:00+00",86800,"BZ"
"2017-08-01 00:00:00+00",800,"Cisbio"
"2017-08-01 00:00:00+00",36450,"HTA"
"2017-08-01 00:00:00+00",1700,"Immunotech"
"2017-08-01 00:00:00+00",26250,"IsoAid"
"2017-08-01 00:00:00+00",7200,"IsoSolutions - Chengdu"
"2017-08-01 00:00:00+00",5930,"IsoSolutions - Jaco"
"2017-08-01 00:00:00+00",19523,"IsoSolutions - MoSen"
"2017-08-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2017-08-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2017-08-01 00:00:00+00",900,"Mayo Clinic"
"2017-08-01 00:00:00+00",0,"Molecular Medicine"
"2017-08-01 00:00:00+00",1300,"MP Biomedicals"
"2017-08-01 00:00:00+00",800,"Ottawa Heart Institute Research Corp"
"2017-08-01 00:00:00+00",10800,"PerkinElmer"
"2017-08-01 00:00:00+00",1800,"SesmaAb"
"2017-08-01 00:00:00+00",47200,"Shanghai Xinke"
"2017-08-01 00:00:00+00",1300,"SolidPhase"
"2017-08-01 00:00:00+00",82500,"Theragenics"
"2017-08-01 00:00:00+00",0,"Valliant Group"
"2017-09-01 00:00:00+00",900,"American Radiolabeled Chemicals"
"2017-09-01 00:00:00+00",39000,"Bard"
"2017-09-01 00:00:00+00",26400,"Bebig"
"2017-09-01 00:00:00+00",25000,"Best"
"2017-09-01 00:00:00+00",127100,"BZ"
"2017-09-01 00:00:00+00",1600,"Cisbio"
"2017-09-01 00:00:00+00",36450,"HTA"
"2017-09-01 00:00:00+00",850,"Immunotech"
"2017-09-01 00:00:00+00",35000,"IsoAid"
"2017-09-01 00:00:00+00",5930,"IsoSolutions - Jaco"
"2017-09-01 00:00:00+00",21349,"IsoSolutions - MoSen"
"2017-09-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2017-09-01 00:00:00+00",1250,"Jiangsu Huayi Technology Co. Ltd"
"2017-09-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2017-09-01 00:00:00+00",900,"Mayo Clinic"
"2017-09-01 00:00:00+00",1820,"MP Biomedicals"
"2017-09-01 00:00:00+00",800,"Ottawa Heart Institute Research Corp"
"2017-09-01 00:00:00+00",10800,"PerkinElmer"
"2017-09-01 00:00:00+00",0,"Platelet Immunology Lab"
"2017-09-01 00:00:00+00",1800,"SesmaAb"
"2017-09-01 00:00:00+00",23600,"Shanghai Xinke"
"2017-09-01 00:00:00+00",1300,"SolidPhase"
"2017-09-01 00:00:00+00",112500,"Theragenics"
"2017-09-01 00:00:00+00",550,"ViTrax"
"2017-10-01 00:00:00+00",13000,"Bard"
"2017-10-01 00:00:00+00",26400,"Bebig"
"2017-10-01 00:00:00+00",32500,"Best"
"2017-10-01 00:00:00+00",40300,"BZ"
"2017-10-01 00:00:00+00",800,"Cisbio"
"2017-10-01 00:00:00+00",36750,"HTA"
"2017-10-01 00:00:00+00",850,"Immunotech"
"2017-10-01 00:00:00+00",35000,"IsoAid"
"2017-10-01 00:00:00+00",6000,"IsoSolutions - Chengdu"
"2017-10-01 00:00:00+00",20281,"IsoSolutions - MoSen"
"2017-10-01 00:00:00+00",12139,"IsoSolutions - Seeds Medical"
"2017-10-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2017-10-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2017-10-01 00:00:00+00",900,"Mayo Clinic"
"2017-10-01 00:00:00+00",910,"MP Biomedicals"
"2017-10-01 00:00:00+00",16200,"PerkinElmer"
"2017-10-01 00:00:00+00",600,"Reflex Industries, Inc"
"2017-10-01 00:00:00+00",1800,"SesmaAb"
"2017-10-01 00:00:00+00",23600,"Shanghai Xinke"
"2017-10-01 00:00:00+00",89988,"Theragenics"
"2017-10-01 00:00:00+00",0,"Valliant Group"
"2017-11-01 00:00:00+00",900,"American Radiolabeled Chemicals"
"2017-11-01 00:00:00+00",26000,"Bard"
"2017-11-01 00:00:00+00",24200,"Bebig"
"2017-11-01 00:00:00+00",25000,"Best"
"2017-11-01 00:00:00+00",120900,"BZ"
"2017-11-01 00:00:00+00",1600,"Cisbio"
"2017-11-01 00:00:00+00",36750,"HTA"
"2017-11-01 00:00:00+00",1700,"Immunotech"
"2017-11-01 00:00:00+00",35000,"IsoAid"
"2017-11-01 00:00:00+00",13200,"IsoSolutions - Chengdu"
"2017-11-01 00:00:00+00",27281,"IsoSolutions - MoSen"
"2017-11-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2017-11-01 00:00:00+00",900,"Mayo Clinic"
"2017-11-01 00:00:00+00",1820,"MP Biomedicals"
"2017-11-01 00:00:00+00",10800,"PerkinElmer"
"2017-11-01 00:00:00+00",0,"Platelet Immunology Lab"
"2017-11-01 00:00:00+00",59000,"Shanghai Xinke"
"2017-11-01 00:00:00+00",1300,"SolidPhase"
"2017-11-01 00:00:00+00",86238,"Theragenics"
"2017-11-01 00:00:00+00",900,"U of Georgetown"
"2017-12-01 00:00:00+00",13000,"Bard"
"2017-12-01 00:00:00+00",30000,"Best"
"2017-12-01 00:00:00+00",100750,"BZ"
"2017-12-01 00:00:00+00",800,"Cisbio"
"2017-12-01 00:00:00+00",36750,"HTA"
"2017-12-01 00:00:00+00",850,"Immunotech"
"2017-12-01 00:00:00+00",35000,"IsoAid"
"2017-12-01 00:00:00+00",29771,"IsoSolutions - MoSen"
"2017-12-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2017-12-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2017-12-01 00:00:00+00",900,"Mayo Clinic"
"2017-12-01 00:00:00+00",910,"MP Biomedicals"
"2017-12-01 00:00:00+00",10800,"PerkinElmer"
"2017-12-01 00:00:00+00",1800,"SesmaAb"
"2017-12-01 00:00:00+00",23600,"Shanghai Xinke"
"2017-12-01 00:00:00+00",97500,"Theragenics"
"2018-01-01 00:00:00+00",900,"American Radiolabeled Chemicals"
"2018-01-01 00:00:00+00",25000,"Best"
"2018-01-01 00:00:00+00",83600,"BZ"
"2018-01-01 00:00:00+00",2425,"Cisbio"
"2018-01-01 00:00:00+00",24500,"HTA"
"2018-01-01 00:00:00+00",850,"Immunotech"
"2018-01-01 00:00:00+00",35000,"IsoAid"
"2018-01-01 00:00:00+00",7200,"IsoSolutions - Chengdu"
"2018-01-01 00:00:00+00",10675,"IsoSolutions - MoSen"
"2018-01-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2018-01-01 00:00:00+00",900,"Mayo Clinic"
"2018-01-01 00:00:00+00",1820,"MP Biomedicals"
"2018-01-01 00:00:00+00",10800,"PerkinElmer"
"2018-01-01 00:00:00+00",0,"Platelet Immunology Lab"
"2018-01-01 00:00:00+00",1800,"SesmaAb"
"2018-01-01 00:00:00+00",35400,"Shanghai Xinke"
"2018-01-01 00:00:00+00",1300,"SolidPhase"
"2018-01-01 00:00:00+00",75000,"Theragenics"
"2018-01-01 00:00:00+00",0,"Valliant Group"
"2018-01-01 00:00:00+00",550,"ViTrax"
"2018-02-01 00:00:00+00",100,"AtomVie"
"2018-02-01 00:00:00+00",25000,"Bard"
"2018-02-01 00:00:00+00",30800,"Bebig"
"2018-02-01 00:00:00+00",25000,"Best"
"2018-02-01 00:00:00+00",100500,"BZ"
"2018-02-01 00:00:00+00",825,"Cisbio"
"2018-02-01 00:00:00+00",6750,"GNS Science"
"2018-02-01 00:00:00+00",24500,"HTA"
"2018-02-01 00:00:00+00",850,"Immunotech"
"2018-02-01 00:00:00+00",26250,"IsoAid"
"2018-02-01 00:00:00+00",8400,"IsoSolutions - Chengdu"
"2018-02-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2018-02-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2018-02-01 00:00:00+00",900,"Mayo Clinic"
"2018-02-01 00:00:00+00",0,"Molecular Medicine"
"2018-02-01 00:00:00+00",910,"MP Biomedicals"
"2018-02-01 00:00:00+00",0,"Pathology & Molecular Medicine"
"2018-02-01 00:00:00+00",10800,"PerkinElmer"
"2018-02-01 00:00:00+00",1800,"SesmaAb"
"2018-02-01 00:00:00+00",35400,"Shanghai Xinke"
"2018-02-01 00:00:00+00",78750,"Theragenics"
"2018-03-01 00:00:00+00",37500,"Bard"
"2018-03-01 00:00:00+00",28600,"Bebig"
"2018-03-01 00:00:00+00",25000,"Best"
"2018-03-01 00:00:00+00",100500,"BZ"
"2018-03-01 00:00:00+00",1650,"Cisbio"
"2018-03-01 00:00:00+00",12250,"HTA"
"2018-03-01 00:00:00+00",1700,"Immunotech"
"2018-03-01 00:00:00+00",43750,"IsoAid"
"2018-03-01 00:00:00+00",6000,"IsoSolutions - Chengdu"
"2018-03-01 00:00:00+00",5930,"IsoSolutions - Jaco"
"2018-03-01 00:00:00+00",5930,"IsoSolutions - MoSen"
"2018-03-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2018-03-01 00:00:00+00",1250,"Jiangsu Huayi Technology Co. Ltd"
"2018-03-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2018-03-01 00:00:00+00",900,"Mayo Clinic"
"2018-03-01 00:00:00+00",0,"Molecular Medicine"
"2018-03-01 00:00:00+00",910,"MP Biomedicals"
"2018-03-01 00:00:00+00",0,"National Institute of Stds & Tech"
"2018-03-01 00:00:00+00",10800,"PerkinElmer"
"2018-03-01 00:00:00+00",0,"Platelet Immunology Lab"
"2018-03-01 00:00:00+00",23600,"Shanghai Xinke"
"2018-03-01 00:00:00+00",1300,"SolidPhase"
"2018-03-01 00:00:00+00",90000,"Theragenics"
"2018-04-01 00:00:00+00",100,"AtomVie"
"2018-04-01 00:00:00+00",25000,"Bard"
"2018-04-01 00:00:00+00",26400,"Bebig"
"2018-04-01 00:00:00+00",32500,"Best"
"2018-04-01 00:00:00+00",100500,"BZ"
"2018-04-01 00:00:00+00",825,"Cisbio"
"2018-04-01 00:00:00+00",24500,"HTA"
"2018-04-01 00:00:00+00",850,"Immunotech"
"2018-04-01 00:00:00+00",35000,"IsoAid"
"2018-04-01 00:00:00+00",6000,"IsoSolutions - Chengdu"
"2018-04-01 00:00:00+00",5930,"IsoSolutions - Jaco"
"2018-04-01 00:00:00+00",11861,"IsoSolutions - MoSen"
"2018-04-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2018-04-01 00:00:00+00",900,"Mayo Clinic"
"2018-04-01 00:00:00+00",1820,"MP Biomedicals"
"2018-04-01 00:00:00+00",16200,"PerkinElmer"
"2018-04-01 00:00:00+00",0,"Platelet Immunology Lab"
"2018-04-01 00:00:00+00",1800,"SesmaAb"
"2018-04-01 00:00:00+00",35400,"Shanghai Xinke"
"2018-04-01 00:00:00+00",75000,"Theragenics"
"2018-05-01 00:00:00+00",100,"AtomVie"
"2018-05-01 00:00:00+00",25000,"Bard"
"2018-05-01 00:00:00+00",55000,"Bebig"
"2018-05-01 00:00:00+00",25000,"Best"
"2018-05-01 00:00:00+00",160800,"BZ"
"2018-05-01 00:00:00+00",1650,"Cisbio"
"2018-05-01 00:00:00+00",24500,"HTA"
"2018-05-01 00:00:00+00",850,"Immunotech"
"2018-05-01 00:00:00+00",35000,"IsoAid"
"2018-05-01 00:00:00+00",7200,"IsoSolutions - Chengdu"
"2018-05-01 00:00:00+00",17791,"IsoSolutions - Jaco"
"2018-05-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2018-05-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2018-05-01 00:00:00+00",900,"Mayo Clinic"
"2018-05-01 00:00:00+00",910,"MP Biomedicals"
"2018-05-01 00:00:00+00",18300,"PerkinElmer"
"2018-05-01 00:00:00+00",1800,"SesmaAb"
"2018-05-01 00:00:00+00",47200,"Shanghai Xinke"
"2018-05-01 00:00:00+00",1300,"SolidPhase"
"2018-05-01 00:00:00+00",75000,"Theragenics"
"2018-06-01 00:00:00+00",900,"American Radiolabeled Chemicals"
"2018-06-01 00:00:00+00",25000,"Bard"
"2018-06-01 00:00:00+00",30800,"Bebig"
"2018-06-01 00:00:00+00",30000,"Best"
"2018-06-01 00:00:00+00",100500,"BZ"
"2018-06-01 00:00:00+00",825,"Cisbio"
"2018-06-01 00:00:00+00",49000,"HTA"
"2018-06-01 00:00:00+00",1700,"Immunotech"
"2018-06-01 00:00:00+00",43750,"IsoAid"
"2018-06-01 00:00:00+00",12139,"IsoSolutions - Seeds Medical"
"2018-06-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2018-06-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2018-06-01 00:00:00+00",1800,"Mayo Clinic"
"2018-06-01 00:00:00+00",1300,"MP Biomedicals"
"2018-06-01 00:00:00+00",1225,"Natural Innovation Technology Limited"
"2018-06-01 00:00:00+00",10800,"PerkinElmer"
"2018-06-01 00:00:00+00",35400,"Shanghai Xinke"
"2018-06-01 00:00:00+00",97500,"Theragenics"
"2018-06-01 00:00:00+00",550,"ViTrax"
"2018-07-01 00:00:00+00",50,"AtomVie"
"2018-07-01 00:00:00+00",25000,"Bard"
"2018-07-01 00:00:00+00",22000,"Bebig"
"2018-07-01 00:00:00+00",25000,"Best"
"2018-07-01 00:00:00+00",100500,"BZ"
"2018-07-01 00:00:00+00",1650,"Cisbio"
"2018-07-01 00:00:00+00",24500,"HTA"
"2018-07-01 00:00:00+00",1700,"Immunotech"
"2018-07-01 00:00:00+00",35000,"IsoAid"
"2018-07-01 00:00:00+00",12000,"IsoSolutions - Chengdu"
"2018-07-01 00:00:00+00",5930,"IsoSolutions - Jaco"
"2018-07-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2018-07-01 00:00:00+00",650,"MP Biomedicals"
"2018-07-01 00:00:00+00",4900,"Natural Innovation Technology Limited"
"2018-07-01 00:00:00+00",10800,"PerkinElmer"
"2018-07-01 00:00:00+00",0,"Platelet Immunology Lab"
"2018-07-01 00:00:00+00",1800,"SesmaAb"
"2018-07-01 00:00:00+00",23600,"Shanghai Xinke"
"2018-07-01 00:00:00+00",1300,"SolidPhase"
"2018-07-01 00:00:00+00",75000,"Theragenics"
"2018-08-01 00:00:00+00",900,"American Radiolabeled Chemicals"
"2018-08-01 00:00:00+00",50,"AtomVie"
"2018-08-01 00:00:00+00",25000,"Bard"
"2018-08-01 00:00:00+00",30800,"Bebig"
"2018-08-01 00:00:00+00",32500,"Best"
"2018-08-01 00:00:00+00",100500,"BZ"
"2018-08-01 00:00:00+00",0,"Chemical Engineering"
"2018-08-01 00:00:00+00",1650,"Cisbio"
"2018-08-01 00:00:00+00",2550,"Immunotech"
"2018-08-01 00:00:00+00",43750,"IsoAid"
"2018-08-01 00:00:00+00",4800,"IsoSolutions - Chengdu"
"2018-08-01 00:00:00+00",9488,"IsoSolutions - Jaco"
"2018-08-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2018-08-01 00:00:00+00",1250,"Jiangsu Huayi Technology Co. Ltd"
"2018-08-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2018-08-01 00:00:00+00",1800,"Mayo Clinic"
"2018-08-01 00:00:00+00",1300,"MP Biomedicals"
